table_name,column_name,data_type
temporalsolicitude,val_ele,int(10)
temporalsolicitude,comp,char(15)
temporalsolicitudpre,ide_solp,int(5)
temporalsolicitudpre,ide_sol,int(5)
temporalsolicitudpre,ide_pro,int(5)
temporalsolicitudpre,rubro_orig,char(50)
temporalsolicitudpre,rubro_dest,char(50)
temporalsolicitudpre,val_tras,bigint(15)
temporalsolicitudpre,mot_tras,text
temporalsolicitudpre,jus_tras,text
temporalsolicitudpre,obs_tras,text
temporaltiquetes,ide_tiq,int(5)
temporaltiquetes,ide_sol,int(5)
temporaltiquetes,rubro,char(50)
temporaltiquetes,ida_reg,char(3)
temporaltiquetes,orig,text
temporaltiquetes,dest,text
tiempoa,ide_tie,int(5)
tiempoa,ide_pro,int(5)
tiempoa,acu_tie,int(2)
tiempoa,fec_tie,date
tiempoa,des_tie,text
tiempoa,dur_tie,int(2)
tiquetes,ide_tiq,int(5)
tiquetes,ide_mov,int(5)
tiquetes,rubro,char(50)
tiquetes,ida_reg,char(3)
tiquetes,orig,text
tiquetes,dest,text
usuario,ide_usu,int(5)
usuario,ide_per,int(5)
usuario,usuario,char(50)
usuario,tip_usu,char(2)
usuario,clave3,char(130)
usuario,clave2,char(130)
usuario,clave,char(130)
usuario,est_usu,char(1)
valores,ide_val,int(5)
valores,nom_val,char(50)
valores,val_val,int(10)
vicerrector,ide_vic,int(11)
vicerrector,ide_per,int(5)
vicerrector,tip_vic,char(15)
vicerrector,est_vic,char(15)
vicerrector,fec_ini,date
vicerrector,fec_ter,date
vicerrector,cla_vic,varchar(100)
vicerrector,num_res,char(4)
vicerrector,fec_res,date
